additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
"bounce.fill, mail",arrows,222,100491,TRUE,FALSE,,,bounce.fill,mail,,,,,,,arrowshape.bounce.right.fill,,􀒑,XXXXX,2020
"bookmark, bookmarks, books",objectsandtools,225,10025A,TRUE,FALSE,,,bookmark,bookmarks,books,,,,,,book,,􀉚,XXXXX,2019
"bookmark, bookmarks.fill, books.fill",objectsandtools,226,10025B,TRUE,FALSE,,,bookmark,bookmarks.fill,books.fill,,,,,,book.fill,,􀉛,XXXXX,2019
"bookmark, bookmarks.circle, books.circle",objectsandtools,227,10025C,TRUE,FALSE,,,bookmark,bookmarks.circle,books.circle,,,,,,book.circle,,􀉜,XXXXX,2019
"bookmark, bookmarks.circle.fill, books.circle.fill","multicolor, objectsandtools",228,10025D,TRUE,FALSE,,,bookmark,bookmarks.circle.fill,books.circle.fill,,,,,,book.circle.fill,,􀉝,XXXXX,2019
,objectsandtools,229,100B12,TRUE,FALSE,,,,,,,,,,,books.vertical,,􀬒,XXXXX,2020
,objectsandtools,230,100B13,TRUE,FALSE,,,,,,,,,,,books.vertical.fill,,􀬓,XXXXX,2020
,objectsandtools,231,10091E,TRUE,FALSE,,,,,,,,,,,book.closed,,􀤞,XXXXX,2020
,objectsandtools,232,10091F,TRUE,FALSE,,,,,,,,,,,book.closed.fill,,􀤟,XXXXX,2020
,,233,100AD5,TRUE,FALSE,,,,,,,,,,,a.book.closed,,􀫕,XXXXX,2020
,,234,100AD6,TRUE,FALSE,,,,,,,,,,,a.book.closed.fill,,􀫖,XXXXX,2020
dictionary,objectsandtools,249,100AD7,TRUE,FALSE,,,dictionary,,,,,,,,text.book.closed,,􀫗,XXXXX,2020
dictionary,objectsandtools,250,100AD8,TRUE,FALSE,,,dictionary,,,,,,,,text.book.closed.fill,,􀫘,XXXXX,2020
,"objectsandtools, whatsnew",251,100ED2,TRUE,FALSE,,,,,,,,,,,menucard,,􀻒,XXXXX,2021
,"objectsandtools, whatsnew",252,100ED3,TRUE,FALSE,,,,,,,,,,,menucard.fill,,􀻓,XXXXX,2021
,objectsandtools,253,100920,TRUE,FALSE,,,,,,,,,,,greetingcard,,􀤠,XXXXX,2020
,objectsandtools,254,100921,TRUE,FALSE,,,,,,,,,,,greetingcard.fill,,􀤡,XXXXX,2020
,"objectsandtools, whatsnew",255,1010BE,TRUE,FALSE,,,,,,,,,,,magazine,,􁂾,XXXXX,2021
,"objectsandtools, whatsnew",256,1010BF,TRUE,FALSE,,,,,,,,,,,magazine.fill,,􁂿,XXXXX,2021
,objectsandtools,257,100926,TRUE,FALSE,,,,,,,,,,,newspaper,,􀤦,XXXXX,2020
,objectsandtools,258,100945,TRUE,FALSE,,,,,,,,,,,newspaper.fill,,􀥅,XXXXX,2020
medical,health,259,100974,TRUE,FALSE,,,medical,,,,,,,,heart.text.square,,􀥴,XXXXX,2020
medical,health,260,100975,TRUE,FALSE,,,medical,,,,,,,,heart.text.square.fill,,􀥵,XXXXX,2020
,whatsnew,261,100EE1,TRUE,FALSE,,,,,,,,,,,square.text.square,,􀻡,XXXXX,2021
,whatsnew,262,100EE2,TRUE,FALSE,,,,,,,,,,,square.text.square.fill,,􀻢,XXXXX,2021
today,whatsnew,263,100A7D,TRUE,FALSE,,,today,,,,,,,,doc.text.image,,􀩽,XXXXX,2021
today,whatsnew,264,100A7E,TRUE,FALSE,,,today,,,,,,,,doc.text.image.fill,,􀩾,XXXXX,2021
bookmark,objectsandtools,265,10025E,TRUE,FALSE,,,bookmark,,,,,,,,bookmark,,􀉞,XXXXX,2019
"bookmark, bookmark.fill","multicolor, objectsandtools",266,10025F,TRUE,FALSE,,,bookmark,bookmark.fill,,,,,,,bookmark.fill,,􀉟,XXXXX,2019
"bookmark, bookmark.circle","multicolor, objectsandtools",267,100260,TRUE,FALSE,,,bookmark,bookmark.circle,,,,,,,bookmark.circle,,􀉠,XXXXX,2020
"bookmark, bookmark.circle.fill","multicolor, objectsandtools",268,100261,TRUE,FALSE,,,bookmark,bookmark.circle.fill,,,,,,,bookmark.circle.fill,,􀉡,XXXXX,2020
,"multicolor, objectsandtools, whatsnew",269,100F39,TRUE,FALSE,,,,,,,,,,,bookmark.square,,􀼹,XXXXX,2021
,"multicolor, objectsandtools, whatsnew",270,100F3A,TRUE,FALSE,,,,,,,,,,,bookmark.square.fill,,􀼺,XXXXX,2021
remove,"multicolor, objectsandtools",271,1007CD,TRUE,FALSE,,,remove,,,,,,,,bookmark.slash,,􀟍,XXXXX,2020
remove,"multicolor, objectsandtools",272,1007CE,TRUE,FALSE,,,remove,,,,,,,,bookmark.slash.fill,,􀟎,XXXXX,2020
,objectsandtools,273,1006EF,TRUE,FALSE,,,,,,,,,,,rosette,,􀛯,XXXXX,2019
"college, education, hat, itunes.u, school, student",objectsandtools,274,100AD3,TRUE,FALSE,,,college,education,hat,itunes.u,school,student,,,graduationcap,,􀫓,XXXXX,2020
"college, education, hat, itunes.u.fill, school, student",objectsandtools,275,100AD4,TRUE,FALSE,,,college,education,hat,itunes.u.fill,school,student,,,graduationcap.fill,,􀫔,XXXXX,2020
trailers,objectsandtools,276,100A83,TRUE,FALSE,,,trailers,,,,,,,,ticket,,􀪃,XXXXX,2020
trailers.fill,objectsandtools,277,100A84,TRUE,FALSE,,,trailers.fill,,,,,,,,ticket.fill,,􀪄,XXXXX,2020
"attach, attachements, attachments, mail","multicolor, objectsandtools",278,100262,TRUE,FALSE,,,attach,attachements,attachments,mail,,,,,paperclip,,􀉢,XXXXX,2019
"attach, attachements.circle, attachments","multicolor, objectsandtools",279,100494,TRUE,FALSE,,,attach,attachements.circle,attachments,,,,,,paperclip.circle,,􀒔,XXXXX,2019
"attach, attachements.circle.fill, attachments","multicolor, objectsandtools",280,100495,TRUE,FALSE,,,attach,attachements.circle.fill,attachments,,,,,,paperclip.circle.fill,,􀒕,XXXXX,2019
,objectsandtools,281,10088F,TRUE,FALSE,,,,,,,,,,,paperclip.badge.ellipsis,,􀢏,XXXXX,2020
"include attachments, include.attachements",objectsandtools,282,100496,TRUE,FALSE,,,include attachments,include.attachements,,,,,,,rectangle.and.paperclip,,􀒖,XXXXX,2019
exclude attachments,objectsandtools,283,10096A,TRUE,FALSE,,,exclude attachments,,,,,,,,rectangle.dashed.and.paperclip,,􀥪,XXXXX,2020
link,"multicolor, objectsandtools",284,100263,TRUE,FALSE,,,link,,,,,,,,link,,􀉣,XXXXX,2019
link.circle,"multicolor, objectsandtools",285,1004A0,TRUE,FALSE,,,link.circle,,,,,,,,link.circle,,􀒠,XXXXX,2019
link.circle.fill,"multicolor, objectsandtools",286,1004A1,TRUE,FALSE,,,link.circle.fill,,,,,,,,link.circle.fill,,􀒡,XXXXX,2019
add,"multicolor, objectsandtools",287,100955,TRUE,FALSE,,,add,,,,,,,,link.badge.plus,,􀥕,XXXXX,2020
personal.hotspot,"connectivity, objectsandtools",288,100264,TRUE,FALSE,,,personal.hotspot,,,,,,,,personalhotspot,,􀉤,XXXXX,2019
edit.line,,289,100268,TRUE,FALSE,,,edit.line,,,,,,,,lineweight,,􀉨,XXXXX,2020
"people, user",human,290,100269,TRUE,FALSE,,,people,user,,,,,,,person,,􀉩,XXXXX,2019
"people, user",human,291,10026A,TRUE,FALSE,,,people,user,,,,,,,person.fill,,􀉪,XXXXX,2019
"people, user",human,292,100BD1,TRUE,FALSE,,,people,user,,,,,,,person.fill.turn.right,,􀯑,XXXXX,2020
"people, user",human,293,100BD2,TRUE,FALSE,,,people,user,,,,,,,person.fill.turn.down,,􀯒,XXXXX,2020
"people, user",human,294,100BD3,TRUE,FALSE,,,people,user,,,,,,,person.fill.turn.left,,􀯓,XXXXX,2020
"people, user",human,295,100BE7,TRUE,FALSE,,,people,user,,,,,,,person.fill.checkmark,,􀯧,XXXXX,2020
"people, user",human,297,100BE8,TRUE,FALSE,,,people,user,,,,,,,person.fill.xmark,,􀯨,XXXXX,2020
"people, user",human,299,100BE9,TRUE,FALSE,,,people,user,,,,,,,person.fill.questionmark,,􀯩,XXXXX,2020
"people, user",human,302,1.00E+06,TRUE,FALSE,,,people,user,,,,,,,person.circle,,􀓣,XXXXX,2019
"people, user","human, multicolor",303,1.00E+07,TRUE,FALSE,,,people,user,,,,,,,person.circle.fill,,􀓤,XXXXX,2019
"+, add, create, new, people, user","human, multicolor",304,100715,TRUE,FALSE,,,+,add,create,new,people,user,,,person.badge.plus,,􀜕,XXXXX,2019
"+, add, create, new, people, user","human, multicolor",305,100716,TRUE,FALSE,,,+,add,create,new,people,user,,,person.fill.badge.plus,person.badge.plus.fill,􀜖,XXXXX,2020
"people, remove, user","human, multicolor",306,100717,TRUE,FALSE,,,people,remove,user,,,,,,person.badge.minus,,􀜗,XXXXX,2019
"people, remove, user","human, multicolor",307,100718,TRUE,FALSE,,,people,remove,user,,,,,,person.fill.badge.minus,person.badge.minus.fill,􀜘,XXXXX,2020
"people, rainbow","human, whatsnew",308,1010D1,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s SharePlay.,,people,rainbow,,,,,,,shareplay,,􁃑,XXXXX,2021
"people, user",human,309,100ABC,TRUE,FALSE,,,people,user,,,,,,,person.and.arrow.left.and.arrow.right,,􀪼,XXXXX,2020
"people, user",human,310,100ABD,TRUE,FALSE,,,people,user,,,,,,,person.fill.and.arrow.left.and.arrow.right,,􀪽,XXXXX,2020
"people, shared",human,311,10026B,TRUE,FALSE,,,people,shared,,,,,,,person.2,person.and.person,􀉫,XXXXX,2019
"people, shared",human,312,10026C,TRUE,FALSE,,,people,shared,,,,,,,person.2.fill,person.and.person.fill,􀉬,XXXXX,2019
"people, shared",human,313,100803,TRUE,FALSE,,,people,shared,,,,,,,person.2.circle,,􀠃,XXXXX,2020
"people, shared","human, multicolor",314,100804,TRUE,FALSE,,,people,shared,,,,,,,person.2.circle.fill,,􀠄,XXXXX,2020
people,"human, whatsnew",315,100F8C,TRUE,FALSE,,,people,,,,,,,,person.2.wave.2,,􀾌,XXXXX,2021
people,"human, whatsnew",316,100F8D,TRUE,FALSE,,,people,,,,,,,,person.2.wave.2.fill,,􀾍,XXXXX,2021
"group, people, shared",human,317,10074A,TRUE,FALSE,,,group,people,shared,,,,,,person.3,,􀝊,XXXXX,2019
"group, people, shared",human,318,10074B,TRUE,FALSE,,,group,people,shared,,,,,,person.3.fill,,􀝋,XXXXX,2019
"group, people","human, whatsnew",319,100EF7,TRUE,FALSE,,,group,people,,,,,,,person.3.sequence,,􀻷,XXXXX,2021
"group, people","human, whatsnew",320,100EF8,TRUE,FALSE,,,group,people,,,,,,,person.3.sequence.fill,,􀻸,XXXXX,2021
,whatsnew,321,100C35,TRUE,FALSE,,,,,,,,,,,lanyardcard,,􀰵,XXXXX,2021
,whatsnew,322,100C36,TRUE,FALSE,,,,,,,,,,,lanyardcard.fill,,􀰶,XXXXX,2021
"account, contact, contacts, people, profile, user",human,323,10026D,TRUE,FALSE,,,account,contact,contacts,people,profile,user,,,person.crop.circle,,􀉭,XXXXX,2019
"account, account.fill, contact, contacts.fill, people, profile, user","human, multicolor",324,10026E,TRUE,FALSE,,,account,account.fill,contact,contacts.fill,people,profile,user,,person.crop.circle.fill,,􀉮,XXXXX,2019
"+, account, add, contact, people, user","human, multicolor",325,10026F,TRUE,FALSE,,,+,account,add,contact,people,user,,,person.crop.circle.badge.plus,,􀉯,XXXXX,2019
"+, account, add, contact, people, user","human, multicolor",326,100270,TRUE,FALSE,,,+,account,add,contact,people,user,,,person.crop.circle.fill.badge.plus,person.crop.circle.badge.plus.fill,􀉰,XXXXX,2019
"-, account, contact, people, remove, user","human, multicolor",327,100271,TRUE,FALSE,,,-,account,contact,people,remove,user,,,person.crop.circle.badge.minus,,􀉱,XXXXX,2019
"-, account, contact, people, remove, user","human, multicolor",328,100272,TRUE,FALSE,,,-,account,contact,people,remove,user,,,person.crop.circle.fill.badge.minus,person.crop.circle.badge.minus.fill,􀉲,XXXXX,2019
"account, contact, people, user","human, multicolor",329,100273,TRUE,FALSE,,,account,contact,people,user,,,,,person.crop.circle.badge.checkmark,,􀉳,XXXXX,2019
"account, contact, people, user","human, multicolor",330,100274,TRUE,FALSE,,,account,contact,people,user,,,,,person.crop.circle.fill.badge.checkmark,person.crop.circle.badge.checkmark.fill,􀉴,XXXXX,2019
"account, contact, people, user, x","human, multicolor",331,100275,TRUE,FALSE,,,account,contact,people,user,x,,,,person.crop.circle.badge.xmark,,􀉵,XXXXX,2019
"account, contact, people, user, x","human, multicolor",332,100276,TRUE,FALSE,,,account,contact,people,user,x,,,,person.crop.circle.fill.badge.xmark,person.crop.circle.badge.xmark.fill,􀉶,XXXXX,2019
"?, account, contact, people, user","human, multicolor",333,100B7D,TRUE,FALSE,,,?,account,contact,people,user,,,,person.crop.circle.badge.questionmark,,􀭽,XXXXX,2020
"?, account, contact, people, user","human, multicolor, whatsnew",334,100B7E,TRUE,FALSE,,,?,account,contact,people,user,,,,person.crop.circle.badge.questionmark.fill,person.crop.circle.fill.badge.questionmark,􀭾,XXXXX,2021
"!, account, contact, error, people, user, warning","human, multicolor",337,100277,TRUE,FALSE,,,!,account,contact,error,people,user,warning,,person.crop.circle.badge.exclamationmark,person.crop.circle.badge.exclam,􀉷,XXXXX,2020
,,338,100278,TRUE,FALSE,,,,,,,,,,,person.crop.circle.fill.badge.exclam,,􀉸,XXXXX,2019
"account, contact, dnd, people, user","human, whatsnew",339,1010C8,TRUE,FALSE,,,account,contact,dnd,people,user,,,,person.crop.circle.badge.moon,,􁃈,XXXXX,2021
"account, contact, dnd, people, user","human, whatsnew",340,1010C9,TRUE,FALSE,,,account,contact,dnd,people,user,,,,person.crop.circle.badge.moon.fill,,􁃉,XXXXX,2021
"account, contact, people, user","human, whatsnew",341,10109B,TRUE,FALSE,,,account,contact,people,user,,,,,person.crop.circle.badge,,􁂛,XXXXX,2021
"account, contact, people, user","human, whatsnew",342,10109C,TRUE,FALSE,,,account,contact,people,user,,,,,person.crop.circle.badge.fill,,􁂜,XXXXX,2021
"people, selfie",human,343,100279,TRUE,FALSE,,,people,selfie,,,,,,,person.crop.square,,􀉹,XXXXX,2019
"people, selfie.fill",human,344,10027A,TRUE,FALSE,,,people,selfie.fill,,,,,,,person.crop.square.fill,,􀉺,XXXXX,2019
people,"human, whatsnew",345,100FCF,TRUE,FALSE,,,people,,,,,,,,person.crop.artframe,,􀿏,XXXXX,2021
,"human, whatsnew",346,1003FB,TRUE,FALSE,,,,,,,,,,,person.crop.rectangle.stack,rectangle.stack.person.crop,􀏻,XXXXX,2021
,"human, whatsnew",347,1003FC,TRUE,FALSE,,,,,,,,,,,person.crop.rectangle.stack.fill,rectangle.stack.person.crop.fill,􀏼,XXXXX,2021
"album, people","human, whatsnew",348,1.00E+08,TRUE,FALSE,,,album,people,,,,,,,person.2.crop.square.stack,person.2.square.stack,􀓥,XXXXX,2021
"album, people","human, whatsnew",349,1.00E+09,TRUE,FALSE,,,album,people,,,,,,,person.2.crop.square.stack.fill,person.2.square.stack.fill,􀓦,XXXXX,2021
people,human,350,1003CF,TRUE,FALSE,,,people,,,,,,,,person.crop.rectangle,,􀏏,XXXXX,2019
people,human,351,1003D0,TRUE,FALSE,,,people,,,,,,,,person.crop.rectangle.fill,,􀏐,XXXXX,2019
people,human,352,100AA8,TRUE,FALSE,,,people,,,,,,,,arrow.up.and.person.rectangle.portrait,,􀪨,XXXXX,2020
people,human,353,100AA9,TRUE,FALSE,,,people,,,,,,,,arrow.up.and.person.rectangle.turn.right,,􀪩,XXXXX,2020
people,human,354,100AAA,TRUE,FALSE,,,people,,,,,,,,arrow.up.and.person.rectangle.turn.left,,􀪪,XXXXX,2020
"people, vcard","human, whatsnew",355,10098E,TRUE,FALSE,,,people,vcard,,,,,,,person.crop.square.filled.and.at.rectangle,person.crop.square.fill.and.at.rectangle,􀦎,XXXXX,2021
"people, vcard","human, whatsnew",356,100FD0,TRUE,FALSE,,,people,vcard,,,,,,,person.crop.square.filled.and.at.rectangle.fill,,􀿐,XXXXX,2021
vcard,,357,10098F,TRUE,FALSE,,,vcard,,,,,,,,square.and.at.rectangle,,􀦏,XXXXX,2020
vcard,whatsnew,358,100FD1,TRUE,FALSE,,,vcard,,,,,,,,square.and.at.rectangle.fill,,􀿑,XXXXX,2021
people,"human, whatsnew",359,100FD2,TRUE,FALSE,,,people,,,,,,,,person.text.rectangle,,􀿒,XXXXX,2021
people,"human, whatsnew",360,100FD3,TRUE,FALSE,,,people,,,,,,,,person.text.rectangle.fill,,􀿓,XXXXX,2021
command,keyboard,361,100194,TRUE,FALSE,,,command,,,,,,,,command,,􀆔,XXXXX,2019
,keyboard,362,100A7F,TRUE,FALSE,,,,,,,,,,,command.circle,,􀩿,XXXXX,2020
,"keyboard, multicolor",363,100A80,TRUE,FALSE,,,,,,,,,,,command.circle.fill,,􀪀,XXXXX,2020
,keyboard,364,100A81,TRUE,FALSE,,,,,,,,,,,command.square,,􀪁,XXXXX,2020
,keyboard,365,100A82,TRUE,FALSE,,,,,,,,,,,command.square.fill,,􀪂,XXXXX,2020
option,keyboard,366,100195,TRUE,FALSE,,,option,,,,,,,,option,,􀆕,XXXXX,2019
,keyboard,367,100196,TRUE,FALSE,,,,,,,,,,,alt,,􀆖,XXXXX,2019
,keyboard,368,100199,TRUE,FALSE,,,,,,,,,,,clear,,􀆙,XXXXX,2019
,keyboard,369,10019A,TRUE,FALSE,,,,,,,,,,,clear.fill,,􀆚,XXXXX,2019
backspace,"keyboard, multicolor",370,10019B,TRUE,FALSE,,,backspace,,,,,,,,delete.left,,􀆛,XXXXX,2019
backspace.fill,"keyboard, multicolor",371,10019C,TRUE,FALSE,,,backspace.fill,,,,,,,,delete.left.fill,,􀆜,XXXXX,2019
,"keyboard, multicolor, whatsnew",372,101088,TRUE,FALSE,,,,,,,,,,,delete.backward,,􁂈,XXXXX,2021
,"keyboard, multicolor, whatsnew",373,101089,TRUE,FALSE,,,,,,,,,,,delete.backward.fill,,􁂉,XXXXX,2021
backspace,"keyboard, multicolor",374,100197,TRUE,FALSE,,,backspace,,,,,,,,delete.right,,􀆗,XXXXX,2019
backspace.fill,"keyboard, multicolor",375,100198,TRUE,FALSE,,,backspace.fill,,,,,,,,delete.right.fill,,􀆘,XXXXX,2019
,"keyboard, multicolor, whatsnew",376,101092,TRUE,FALSE,,,,,,,,,,,delete.forward,,􁂒,XXXXX,2021
,"keyboard, multicolor, whatsnew",377,101093,TRUE,FALSE,,,,,,,,,,,delete.forward.fill,,􁂓,XXXXX,2021
shift,keyboard,378,10019D,TRUE,FALSE,,,shift,,,,,,,,shift,,􀆝,XXXXX,2019
shift.fill,keyboard,379,10019E,TRUE,FALSE,,,shift.fill,,,,,,,,shift.fill,,􀆞,XXXXX,2019
caps.lock,keyboard,380,1001A1,TRUE,FALSE,,,caps.lock,,,,,,,,capslock,,􀆡,XXXXX,2019
caps.lock.fill,keyboard,381,1001A2,TRUE,FALSE,,,caps.lock.fill,,,,,,,,capslock.fill,,􀆢,XXXXX,2019
espace,keyboard,382,1001A7,TRUE,FALSE,,,espace,,,,,,,,escape,,􀆧,XXXXX,2019
restart,,383,100BC6,TRUE,FALSE,,,restart,,,,,,,,restart,,􀯆,XXXXX,2020
restart,,384,1.01E+11,TRUE,FALSE,,,restart,,,,,,,,restart.circle,,􀣨,XXXXX,2020
,"multicolor, whatsnew",385,100D9E,TRUE,FALSE,,,,,,,,,,,restart.circle.fill,,􀶞,XXXXX,2021
sleep,,386,100966,TRUE,FALSE,,,sleep,,,,,,,,sleep,circle.bottomthird.split,􀥦,XXXXX,2020
,whatsnew,387,100D9F,TRUE,FALSE,,,,,,,,,,,sleep.circle,,􀶟,XXXXX,2021
,"multicolor, whatsnew",388,100DA0,TRUE,FALSE,,,,,,,,,,,sleep.circle.fill,,􀶠,XXXXX,2021
,,389,100A92,TRUE,FALSE,,,,,,,,,,,wake,,􀪒,XXXXX,2020
,whatsnew,390,100DA1,TRUE,FALSE,,,,,,,,,,,wake.circle,,􀶡,XXXXX,2021
,"multicolor, whatsnew",391,100DA2,TRUE,FALSE,,,,,,,,,,,wake.circle.fill,,􀶢,XXXXX,2021
power,keyboard,392,1001A8,TRUE,FALSE,,,power,,,,,,,,power,,􀆨,XXXXX,2019
,"keyboard, whatsnew",393,100DC3,TRUE,FALSE,,,,,,,,,,,power.circle,,􀷃,XXXXX,2021
,"keyboard, multicolor, whatsnew",394,100DC4,TRUE,FALSE,,,,,,,,,,,power.circle.fill,,􀷄,XXXXX,2021
,"keyboard, whatsnew",395,1001A9,TRUE,FALSE,,,,,,,,,,,power.dotted,,􀆩,XXXXX,2021
,,399,10071A,TRUE,FALSE,,,,,,,,,,,circle.bottomthird.split,,􀜚,XXXXX,2019
,whatsnew,401,100E8E,TRUE,FALSE,,,,,,,,,,,peacesign,,􀺎,XXXXX,2021
zoom,,402,10076F,TRUE,FALSE,,,zoom,,,,,,,,dot.arrowtriangles.up.right.down.left.circle,,􀝯,XXXXX,2020
change.keyboard,keyboard,403,1001AA,TRUE,FALSE,,,change.keyboard,,,,,,,,globe,,􀆪,XXXXX,2019
,"connectivity, multicolor",404,100906,TRUE,FALSE,,,,,,,,,,,network,,􀤆,XXXXX,2020
,"nature, whatsnew",405,100D71,TRUE,FALSE,,,,,,,,,,,globe.americas,,􀵱,XXXXX,2021
,"nature, whatsnew",406,100D72,TRUE,FALSE,,,,,,,,,,,globe.americas.fill,,􀵲,XXXXX,2021
,"nature, whatsnew",407,100D73,TRUE,FALSE,,,,,,,,,,,globe.europe.africa,,􀵳,XXXXX,2021
,"nature, whatsnew",408,100D74,TRUE,FALSE,,,,,,,,,,,globe.europe.africa.fill,,􀵴,XXXXX,2021
,"nature, whatsnew",409,100D75,TRUE,FALSE,,,,,,,,,,,globe.asia.australia,,􀵵,XXXXX,2021
,"nature, whatsnew",410,100D76,TRUE,FALSE,,,,,,,,,,,globe.asia.australia.fill,,􀵶,XXXXX,2021
"brightness.lower, weather","keyboard, weather",411,1001AB,TRUE,FALSE,,,brightness.lower,weather,,,,,,,sun.min,,􀆫,XXXXX,2019
"brightness.lower.fill, weather","keyboard, weather",412,1001AC,TRUE,FALSE,,,brightness.lower.fill,weather,,,,,,,sun.min.fill,,􀆬,XXXXX,2019
"brightness.higher, weather","keyboard, weather",413,1001AD,TRUE,FALSE,,,brightness.higher,weather,,,,,,,sun.max,,􀆭,XXXXX,2019
"brightness.higher.fill, weather","keyboard, multicolor, weather",414,1001AE,TRUE,FALSE,,,brightness.higher.fill,weather,,,,,,,sun.max.fill,,􀆮,XXXXX,2019
weather,"keyboard, weather, whatsnew",415,100DCE,TRUE,FALSE,,,weather,,,,,,,,sun.max.circle,,􀷎,XXXXX,2021
weather,"keyboard, multicolor, weather, whatsnew",416,100DCF,TRUE,FALSE,,,weather,,,,,,,,sun.max.circle.fill,,􀷏,XXXXX,2021
"sunrise, weather",weather,417,1001B1,TRUE,FALSE,,,sunrise,weather,,,,,,,sunrise,,􀆱,XXXXX,2019
"sunrise.fill, weather","multicolor, weather",418,1001B2,TRUE,FALSE,,,sunrise.fill,weather,,,,,,,sunrise.fill,,􀆲,XXXXX,2019
"sunset, weather",weather,419,1001B3,TRUE,FALSE,,,sunset,weather,,,,,,,sunset,,􀆳,XXXXX,2019
"sunset.fill, weather","multicolor, weather",420,1001B4,TRUE,FALSE,,,sunset.fill,weather,,,,,,,sunset.fill,,􀆴,XXXXX,2019
weather,"weather, whatsnew",421,100EDE,TRUE,FALSE,,,weather,,,,,,,,sun.and.horizon,,􀻞,XXXXX,2021
weather,"multicolor, weather, whatsnew",422,100EDF,TRUE,FALSE,,,weather,,,,,,,,sun.and.horizon.fill,,􀻟,XXXXX,2021
weather,weather,423,1001B5,TRUE,FALSE,,,weather,,,,,,,,sun.dust,,􀆵,XXXXX,2019
weather,"multicolor, weather",424,1001B6,TRUE,FALSE,,,weather,,,,,,,,sun.dust.fill,,􀆶,XXXXX,2019
weather,weather,425,1001B7,TRUE,FALSE,,,weather,,,,,,,,sun.haze,,􀆷,XXXXX,2019
weather,"multicolor, weather",426,1001B8,TRUE,FALSE,,,weather,,,,,,,,sun.haze.fill,,􀆸,XXXXX,2019
"dnd, do not disturb, do.not.disturb, weather",weather,427,1001B9,TRUE,FALSE,,,dnd,do not disturb,do.not.disturb,weather,,,,,moon,,􀆹,XXXXX,2019
"dnd, do not disturb, do.not.disturb.fill, weather","multicolor, weather",428,1001BA,TRUE,FALSE,,,dnd,do not disturb,do.not.disturb.fill,weather,,,,,moon.fill,,􀆺,XXXXX,2019
"dnd, do not disturb, do.not.disturb.circle, weather",weather,429,1001BB,TRUE,FALSE,,,dnd,do not disturb,do.not.disturb.circle,weather,,,,,moon.circle,,􀆻,XXXXX,2019
"dnd, do not disturb, do.not.disturb.circle.fill, weather","multicolor, weather",430,1001BC,TRUE,FALSE,,,dnd,do not disturb,do.not.disturb.circle.fill,weather,,,,,moon.circle.fill,,􀆼,XXXXX,2019
,,431,100583,TRUE,FALSE,,,,,,,,,,,zzz,,􀖃,XXXXX,2019
snooze.zzz,,432,1001BD,TRUE,FALSE,,,snooze.zzz,,,,,,,,moon.zzz,,􀆽,XXXXX,2019
snooze.zzz.fill,,433,1001BE,TRUE,FALSE,,,snooze.zzz.fill,,,,,,,,moon.zzz.fill,,􀆾,XXXXX,2019
,,434,100AF8,TRUE,FALSE,,,,,,,,,,,sparkle,,􀫸,XXXXX,2020
"sparkle, weather","multicolor, weather",435,1001BF,TRUE,FALSE,,,sparkle,weather,,,,,,,sparkles,,􀆿,XXXXX,2019
"clear.night, weather",weather,436,1001C0,TRUE,FALSE,,,clear.night,weather,,,,,,,moon.stars,,􀇀,XXXXX,2019
"clear.night.fill, weather","multicolor, weather",437,1001C1,TRUE,FALSE,,,clear.night.fill,weather,,,,,,,moon.stars.fill,,􀇁,XXXXX,2019
"mostly.cloudy, weather",weather,438,1001C2,TRUE,FALSE,,,mostly.cloudy,weather,,,,,,,cloud,,􀇂,XXXXX,2019
"mostly.cloudy.fill, weather","multicolor, weather",439,1001C3,TRUE,FALSE,,,mostly.cloudy.fill,weather,,,,,,,cloud.fill,,􀇃,XXXXX,2019
"drizzle, weather",weather,440,1001C4,TRUE,FALSE,,,drizzle,weather,,,,,,,cloud.drizzle,,􀇄,XXXXX,2019
"drizzle.fill, weather","multicolor, weather",441,1001C5,TRUE,FALSE,,,drizzle.fill,weather,,,,,,,cloud.drizzle.fill,,􀇅,XXXXX,2019
"rain, weather",weather,442,1001C6,TRUE,FALSE,,,rain,weather,,,,,,,cloud.rain,,􀇆,XXXXX,2019
"rain.fill, weather","multicolor, weather",443,1001C7,TRUE,FALSE,,,rain.fill,weather,,,,,,,cloud.rain.fill,,􀇇,XXXXX,2019
"heavy.rain, weather",weather,444,1001C8,TRUE,FALSE,,,heavy.rain,weather,,,,,,,cloud.heavyrain,,􀇈,XXXXX,2019
"heavy.rain.fill, weather","multicolor, weather",445,1001C9,TRUE,FALSE,,,heavy.rain.fill,weather,,,,,,,cloud.heavyrain.fill,,􀇉,XXXXX,2019
"fog, weather",weather,446,1001CA,TRUE,FALSE,,,fog,weather,,,,,,,cloud.fog,,􀇊,XXXXX,2019
"fog.fill, weather","multicolor, weather",447,1001CB,TRUE,FALSE,,,fog.fill,weather,,,,,,,cloud.fog.fill,,􀇋,XXXXX,2019
"hail, weather",weather,448,1001CC,TRUE,FALSE,,,hail,weather,,,,,,,cloud.hail,,􀇌,XXXXX,2019
