additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
"currencies, currency","commerce, indices, multicolor",2982,100598,TRUE,FALSE,,,currencies,currency,,,,,,,dollarsign.circle.fill,,􀖘,XXXXX,2019
"currencies, currency","commerce, indices",2983,1005D7,TRUE,FALSE,,,currencies,currency,,,,,,,dollarsign.square,,􀗗,XXXXX,2019
"currencies, currency","commerce, indices",2984,1005D8,TRUE,FALSE,,,currencies,currency,,,,,,,dollarsign.square.fill,,􀗘,XXXXX,2019
"currencies, currency","commerce, indices",2985,100599,TRUE,FALSE,,,currencies,currency,,,,,,,centsign.circle,,􀖙,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",2986,10059A,TRUE,FALSE,,,currencies,currency,,,,,,,centsign.circle.fill,,􀖚,XXXXX,2019
"currencies, currency","commerce, indices",2987,1005D9,TRUE,FALSE,,,currencies,currency,,,,,,,centsign.square,,􀗙,XXXXX,2019
"currencies, currency","commerce, indices",2988,1005DA,TRUE,FALSE,,,currencies,currency,,,,,,,centsign.square.fill,,􀗚,XXXXX,2019
"currencies, currency","commerce, indices",2989,10059B,TRUE,FALSE,,,currencies,currency,,,,,,,yensign.circle,,􀖛,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",2990,10059C,TRUE,FALSE,,,currencies,currency,,,,,,,yensign.circle.fill,,􀖜,XXXXX,2019
"currencies, currency","commerce, indices",2991,1005DB,TRUE,FALSE,,,currencies,currency,,,,,,,yensign.square,,􀗛,XXXXX,2019
"currencies, currency","commerce, indices",2992,1005DC,TRUE,FALSE,,,currencies,currency,,,,,,,yensign.square.fill,,􀗜,XXXXX,2019
"currencies, currency","commerce, indices",2993,10059D,TRUE,FALSE,,,currencies,currency,,,,,,,sterlingsign.circle,,􀖝,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",2994,10059E,TRUE,FALSE,,,currencies,currency,,,,,,,sterlingsign.circle.fill,,􀖞,XXXXX,2019
"currencies, currency","commerce, indices",2995,1005DD,TRUE,FALSE,,,currencies,currency,,,,,,,sterlingsign.square,,􀗝,XXXXX,2019
"currencies, currency","commerce, indices",2996,1005DE,TRUE,FALSE,,,currencies,currency,,,,,,,sterlingsign.square.fill,,􀗞,XXXXX,2019
"currencies, currency","commerce, indices",2997,10059F,TRUE,FALSE,,,currencies,currency,,,,,,,francsign.circle,,􀖟,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",2998,1005A0,TRUE,FALSE,,,currencies,currency,,,,,,,francsign.circle.fill,,􀖠,XXXXX,2019
"currencies, currency","commerce, indices",2999,1005DF,TRUE,FALSE,,,currencies,currency,,,,,,,francsign.square,,􀗟,XXXXX,2019
"currencies, currency","commerce, indices",3000,1.01E+03,TRUE,FALSE,,,currencies,currency,,,,,,,francsign.square.fill,,􀗠,XXXXX,2019
"currencies, currency","commerce, indices",3001,1005A1,TRUE,FALSE,,,currencies,currency,,,,,,,florinsign.circle,,􀖡,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3002,1005A2,TRUE,FALSE,,,currencies,currency,,,,,,,florinsign.circle.fill,,􀖢,XXXXX,2019
"currencies, currency","commerce, indices",3003,1.01E+04,TRUE,FALSE,,,currencies,currency,,,,,,,florinsign.square,,􀗡,XXXXX,2019
"currencies, currency","commerce, indices",3004,1.01E+05,TRUE,FALSE,,,currencies,currency,,,,,,,florinsign.square.fill,,􀗢,XXXXX,2019
"currencies, currency","commerce, indices",3005,1005A3,TRUE,FALSE,,,currencies,currency,,,,,,,turkishlirasign.circle,,􀖣,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3006,1005A4,TRUE,FALSE,,,currencies,currency,,,,,,,turkishlirasign.circle.fill,,􀖤,XXXXX,2019
"currencies, currency","commerce, indices",3007,1.01E+06,TRUE,FALSE,,,currencies,currency,,,,,,,turkishlirasign.square,,􀗣,XXXXX,2019
"currencies, currency","commerce, indices",3008,1.01E+07,TRUE,FALSE,,,currencies,currency,,,,,,,turkishlirasign.square.fill,,􀗤,XXXXX,2019
"currencies, currency","commerce, indices",3009,1005A5,TRUE,FALSE,,,currencies,currency,,,,,,,rublesign.circle,,􀖥,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3010,1005A6,TRUE,FALSE,,,currencies,currency,,,,,,,rublesign.circle.fill,,􀖦,XXXXX,2019
"currencies, currency","commerce, indices",3011,1.01E+08,TRUE,FALSE,,,currencies,currency,,,,,,,rublesign.square,,􀗥,XXXXX,2019
"currencies, currency","commerce, indices",3012,1.01E+09,TRUE,FALSE,,,currencies,currency,,,,,,,rublesign.square.fill,,􀗦,XXXXX,2019
"currencies, currency","commerce, indices",3013,1005A7,TRUE,FALSE,,,currencies,currency,,,,,,,eurosign.circle,,􀖧,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3014,1005A8,TRUE,FALSE,,,currencies,currency,,,,,,,eurosign.circle.fill,,􀖨,XXXXX,2019
"currencies, currency","commerce, indices",3015,1.01E+10,TRUE,FALSE,,,currencies,currency,,,,,,,eurosign.square,,􀗧,XXXXX,2019
"currencies, currency","commerce, indices",3016,1.01E+11,TRUE,FALSE,,,currencies,currency,,,,,,,eurosign.square.fill,,􀗨,XXXXX,2019
"currencies, currency","commerce, indices",3017,1005A9,TRUE,FALSE,,,currencies,currency,,,,,,,dongsign.circle,,􀖩,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3018,1005AA,TRUE,FALSE,,,currencies,currency,,,,,,,dongsign.circle.fill,,􀖪,XXXXX,2019
"currencies, currency","commerce, indices",3019,1.01E+12,TRUE,FALSE,,,currencies,currency,,,,,,,dongsign.square,,􀗩,XXXXX,2019
"currencies, currency","commerce, indices",3020,1005EA,TRUE,FALSE,,,currencies,currency,,,,,,,dongsign.square.fill,,􀗪,XXXXX,2019
"currencies, currency","commerce, indices",3021,1005AB,TRUE,FALSE,,,currencies,currency,,,,,,,indianrupeesign.circle,,􀖫,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3022,1005AC,TRUE,FALSE,,,currencies,currency,,,,,,,indianrupeesign.circle.fill,,􀖬,XXXXX,2019
"currencies, currency","commerce, indices",3023,1005EB,TRUE,FALSE,,,currencies,currency,,,,,,,indianrupeesign.square,,􀗫,XXXXX,2019
"currencies, currency","commerce, indices",3024,1005EC,TRUE,FALSE,,,currencies,currency,,,,,,,indianrupeesign.square.fill,,􀗬,XXXXX,2019
"currencies, currency","commerce, indices",3025,1005AD,TRUE,FALSE,,,currencies,currency,,,,,,,tengesign.circle,,􀖭,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3026,1005AE,TRUE,FALSE,,,currencies,currency,,,,,,,tengesign.circle.fill,,􀖮,XXXXX,2019
"currencies, currency","commerce, indices",3027,1005ED,TRUE,FALSE,,,currencies,currency,,,,,,,tengesign.square,,􀗭,XXXXX,2019
"currencies, currency","commerce, indices",3028,1005EE,TRUE,FALSE,,,currencies,currency,,,,,,,tengesign.square.fill,,􀗮,XXXXX,2019
"currencies, currency","commerce, indices",3029,1005AF,TRUE,FALSE,,,currencies,currency,,,,,,,pesetasign.circle,,􀖯,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3030,1005B0,TRUE,FALSE,,,currencies,currency,,,,,,,pesetasign.circle.fill,,􀖰,XXXXX,2019
"currencies, currency","commerce, indices",3031,1005EF,TRUE,FALSE,,,currencies,currency,,,,,,,pesetasign.square,,􀗯,XXXXX,2019
"currencies, currency","commerce, indices",3032,1005F0,TRUE,FALSE,,,currencies,currency,,,,,,,pesetasign.square.fill,,􀗰,XXXXX,2019
"currencies, currency","commerce, indices",3033,1005B1,TRUE,FALSE,,,currencies,currency,,,,,,,pesosign.circle,,􀖱,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3034,1005B2,TRUE,FALSE,,,currencies,currency,,,,,,,pesosign.circle.fill,,􀖲,XXXXX,2019
"currencies, currency","commerce, indices",3035,1005F1,TRUE,FALSE,,,currencies,currency,,,,,,,pesosign.square,,􀗱,XXXXX,2019
"currencies, currency","commerce, indices",3036,1005F2,TRUE,FALSE,,,currencies,currency,,,,,,,pesosign.square.fill,,􀗲,XXXXX,2019
"currencies, currency","commerce, indices",3037,1005B3,TRUE,FALSE,,,currencies,currency,,,,,,,kipsign.circle,,􀖳,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3038,1005B4,TRUE,FALSE,,,currencies,currency,,,,,,,kipsign.circle.fill,,􀖴,XXXXX,2019
"currencies, currency","commerce, indices",3039,1005F3,TRUE,FALSE,,,currencies,currency,,,,,,,kipsign.square,,􀗳,XXXXX,2019
"currencies, currency","commerce, indices",3040,1005F4,TRUE,FALSE,,,currencies,currency,,,,,,,kipsign.square.fill,,􀗴,XXXXX,2019
"currencies, currency","commerce, indices",3041,1005B5,TRUE,FALSE,,,currencies,currency,,,,,,,wonsign.circle,,􀖵,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3042,1005B6,TRUE,FALSE,,,currencies,currency,,,,,,,wonsign.circle.fill,,􀖶,XXXXX,2019
"currencies, currency","commerce, indices",3043,1005F5,TRUE,FALSE,,,currencies,currency,,,,,,,wonsign.square,,􀗵,XXXXX,2019
"currencies, currency","commerce, indices",3044,1005F6,TRUE,FALSE,,,currencies,currency,,,,,,,wonsign.square.fill,,􀗶,XXXXX,2019
"currencies, currency","commerce, indices",3045,1005B7,TRUE,FALSE,,,currencies,currency,,,,,,,lirasign.circle,,􀖷,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3046,1005B8,TRUE,FALSE,,,currencies,currency,,,,,,,lirasign.circle.fill,,􀖸,XXXXX,2019
"currencies, currency","commerce, indices",3047,1005F7,TRUE,FALSE,,,currencies,currency,,,,,,,lirasign.square,,􀗷,XXXXX,2019
"currencies, currency","commerce, indices",3048,1005F8,TRUE,FALSE,,,currencies,currency,,,,,,,lirasign.square.fill,,􀗸,XXXXX,2019
"currencies, currency","commerce, indices",3049,1005B9,TRUE,FALSE,,,currencies,currency,,,,,,,australsign.circle,,􀖹,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3050,1005BA,TRUE,FALSE,,,currencies,currency,,,,,,,australsign.circle.fill,,􀖺,XXXXX,2019
"currencies, currency","commerce, indices",3051,1005F9,TRUE,FALSE,,,currencies,currency,,,,,,,australsign.square,,􀗹,XXXXX,2019
"currencies, currency","commerce, indices",3052,1005FA,TRUE,FALSE,,,currencies,currency,,,,,,,australsign.square.fill,,􀗺,XXXXX,2019
"currencies, currency","commerce, indices",3053,1005BB,TRUE,FALSE,,,currencies,currency,,,,,,,hryvniasign.circle,,􀖻,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3054,1005BC,TRUE,FALSE,,,currencies,currency,,,,,,,hryvniasign.circle.fill,,􀖼,XXXXX,2019
"currencies, currency","commerce, indices",3055,1005FB,TRUE,FALSE,,,currencies,currency,,,,,,,hryvniasign.square,,􀗻,XXXXX,2019
"currencies, currency","commerce, indices",3056,1005FC,TRUE,FALSE,,,currencies,currency,,,,,,,hryvniasign.square.fill,,􀗼,XXXXX,2019
"currencies, currency","commerce, indices",3057,1005BD,TRUE,FALSE,,,currencies,currency,,,,,,,nairasign.circle,,􀖽,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3058,1005BE,TRUE,FALSE,,,currencies,currency,,,,,,,nairasign.circle.fill,,􀖾,XXXXX,2019
"currencies, currency","commerce, indices",3059,1005FD,TRUE,FALSE,,,currencies,currency,,,,,,,nairasign.square,,􀗽,XXXXX,2019
"currencies, currency","commerce, indices",3060,1005FE,TRUE,FALSE,,,currencies,currency,,,,,,,nairasign.square.fill,,􀗾,XXXXX,2019
"currencies, currency","commerce, indices",3061,1005BF,TRUE,FALSE,,,currencies,currency,,,,,,,guaranisign.circle,,􀖿,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3062,1005C0,TRUE,FALSE,,,currencies,currency,,,,,,,guaranisign.circle.fill,,􀗀,XXXXX,2019
"currencies, currency","commerce, indices",3063,1005FF,TRUE,FALSE,,,currencies,currency,,,,,,,guaranisign.square,,􀗿,XXXXX,2019
"currencies, currency","commerce, indices",3064,100600,TRUE,FALSE,,,currencies,currency,,,,,,,guaranisign.square.fill,,􀘀,XXXXX,2019
"currencies, currency","commerce, indices",3065,1005C1,TRUE,FALSE,,,currencies,currency,,,,,,,coloncurrencysign.circle,,􀗁,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3066,1005C2,TRUE,FALSE,,,currencies,currency,,,,,,,coloncurrencysign.circle.fill,,􀗂,XXXXX,2019
"currencies, currency","commerce, indices",3067,100601,TRUE,FALSE,,,currencies,currency,,,,,,,coloncurrencysign.square,,􀘁,XXXXX,2019
"currencies, currency","commerce, indices",3068,100602,TRUE,FALSE,,,currencies,currency,,,,,,,coloncurrencysign.square.fill,,􀘂,XXXXX,2019
"currencies, currency","commerce, indices",3069,1005C3,TRUE,FALSE,,,currencies,currency,,,,,,,cedisign.circle,,􀗃,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3070,1005C4,TRUE,FALSE,,,currencies,currency,,,,,,,cedisign.circle.fill,,􀗄,XXXXX,2019
"currencies, currency","commerce, indices",3071,100603,TRUE,FALSE,,,currencies,currency,,,,,,,cedisign.square,,􀘃,XXXXX,2019
"currencies, currency","commerce, indices",3072,100604,TRUE,FALSE,,,currencies,currency,,,,,,,cedisign.square.fill,,􀘄,XXXXX,2019
"currencies, currency","commerce, indices",3073,1005C5,TRUE,FALSE,,,currencies,currency,,,,,,,cruzeirosign.circle,,􀗅,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3074,1005C6,TRUE,FALSE,,,currencies,currency,,,,,,,cruzeirosign.circle.fill,,􀗆,XXXXX,2019
"currencies, currency","commerce, indices",3075,100605,TRUE,FALSE,,,currencies,currency,,,,,,,cruzeirosign.square,,􀘅,XXXXX,2019
"currencies, currency","commerce, indices",3076,100606,TRUE,FALSE,,,currencies,currency,,,,,,,cruzeirosign.square.fill,,􀘆,XXXXX,2019
"currencies, currency","commerce, indices",3077,1005C7,TRUE,FALSE,,,currencies,currency,,,,,,,tugriksign.circle,,􀗇,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3078,1005C8,TRUE,FALSE,,,currencies,currency,,,,,,,tugriksign.circle.fill,,􀗈,XXXXX,2019
"currencies, currency","commerce, indices",3079,100607,TRUE,FALSE,,,currencies,currency,,,,,,,tugriksign.square,,􀘇,XXXXX,2019
"currencies, currency","commerce, indices",3080,100608,TRUE,FALSE,,,currencies,currency,,,,,,,tugriksign.square.fill,,􀘈,XXXXX,2019
"currencies, currency","commerce, indices",3081,1005C9,TRUE,FALSE,,,currencies,currency,,,,,,,millsign.circle,,􀗉,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3082,1005CA,TRUE,FALSE,,,currencies,currency,,,,,,,millsign.circle.fill,,􀗊,XXXXX,2019
"currencies, currency","commerce, indices",3083,100609,TRUE,FALSE,,,currencies,currency,,,,,,,millsign.square,,􀘉,XXXXX,2019
"currencies, currency","commerce, indices",3084,10060A,TRUE,FALSE,,,currencies,currency,,,,,,,millsign.square.fill,,􀘊,XXXXX,2019
,,3085,1005CB,TRUE,FALSE,,,,,,,,,,,sheqelsign.circle,,􀗋,XXXXX,2019
,,3086,1005CC,TRUE,FALSE,,,,,,,,,,,sheqelsign.circle.fill,,􀗌,XXXXX,2019
,,3087,10060B,TRUE,FALSE,,,,,,,,,,,sheqelsign.square,,􀘋,XXXXX,2019
,,3088,10060C,TRUE,FALSE,,,,,,,,,,,sheqelsign.square.fill,,􀘌,XXXXX,2019
"currencies, currency","commerce, indices",3089,1005CD,TRUE,FALSE,,,currencies,currency,,,,,,,manatsign.circle,,􀗍,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3090,1005CE,TRUE,FALSE,,,currencies,currency,,,,,,,manatsign.circle.fill,,􀗎,XXXXX,2019
"currencies, currency","commerce, indices",3091,10060D,TRUE,FALSE,,,currencies,currency,,,,,,,manatsign.square,,􀘍,XXXXX,2019
"currencies, currency","commerce, indices",3092,10060E,TRUE,FALSE,,,currencies,currency,,,,,,,manatsign.square.fill,,􀘎,XXXXX,2019
"currencies, currency","commerce, indices",3093,1005CF,TRUE,FALSE,,,currencies,currency,,,,,,,rupeesign.circle,,􀗏,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3094,1005D0,TRUE,FALSE,,,currencies,currency,,,,,,,rupeesign.circle.fill,,􀗐,XXXXX,2019
"currencies, currency","commerce, indices",3095,10060F,TRUE,FALSE,,,currencies,currency,,,,,,,rupeesign.square,,􀘏,XXXXX,2019
"currencies, currency","commerce, indices",3096,100610,TRUE,FALSE,,,currencies,currency,,,,,,,rupeesign.square.fill,,􀘐,XXXXX,2019
"currencies, currency","commerce, indices",3097,1005D1,TRUE,FALSE,,,currencies,currency,,,,,,,bahtsign.circle,,􀗑,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3098,1005D2,TRUE,FALSE,,,currencies,currency,,,,,,,bahtsign.circle.fill,,􀗒,XXXXX,2019
"currencies, currency","commerce, indices",3099,100611,TRUE,FALSE,,,currencies,currency,,,,,,,bahtsign.square,,􀘑,XXXXX,2019
"currencies, currency","commerce, indices",3100,100612,TRUE,FALSE,,,currencies,currency,,,,,,,bahtsign.square.fill,,􀘒,XXXXX,2019
"currencies, currency","commerce, indices",3101,1005D3,TRUE,FALSE,,,currencies,currency,,,,,,,larisign.circle,,􀗓,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3102,1005D4,TRUE,FALSE,,,currencies,currency,,,,,,,larisign.circle.fill,,􀗔,XXXXX,2019
"currencies, currency","commerce, indices",3103,100613,TRUE,FALSE,,,currencies,currency,,,,,,,larisign.square,,􀘓,XXXXX,2019
"currencies, currency","commerce, indices",3104,100614,TRUE,FALSE,,,currencies,currency,,,,,,,larisign.square.fill,,􀘔,XXXXX,2019
"currencies, currency","commerce, indices",3105,1005D5,TRUE,FALSE,,,currencies,currency,,,,,,,bitcoinsign.circle,,􀗕,XXXXX,2019
"currencies, currency","commerce, indices, multicolor",3106,1005D6,TRUE,FALSE,,,currencies,currency,,,,,,,bitcoinsign.circle.fill,,􀗖,XXXXX,2019
"currencies, currency","commerce, indices",3107,100615,TRUE,FALSE,,,currencies,currency,,,,,,,bitcoinsign.square,,􀘕,XXXXX,2019
"currencies, currency","commerce, indices",3108,100616,TRUE,FALSE,,,currencies,currency,,,,,,,bitcoinsign.square.fill,,􀘖,XXXXX,2019
,indices,3113,100038,TRUE,FALSE,,,,,,,,,,,0.circle,,􀀸,XXXXX,2019
,"indices, multicolor",3114,100039,TRUE,FALSE,,,,,,,,,,,0.circle.fill,,􀀹,XXXXX,2019
,indices,3115,1000C8,TRUE,FALSE,,,,,,,,,,,0.square,,􀃈,XXXXX,2019
,indices,3116,1000C9,TRUE,FALSE,,,,,,,,,,,0.square.fill,,􀃉,XXXXX,2019
,indices,3117,10003A,TRUE,FALSE,,,,,,,,,,,1.circle,,􀀺,XXXXX,2019
,"indices, multicolor",3118,10003B,TRUE,FALSE,,,,,,,,,,,1.circle.fill,,􀀻,XXXXX,2019
,indices,3119,1000CA,TRUE,FALSE,,,,,,,,,,,1.square,,􀃊,XXXXX,2019
,indices,3120,1000CB,TRUE,FALSE,,,,,,,,,,,1.square.fill,,􀃋,XXXXX,2019
,indices,3121,10003C,TRUE,FALSE,,,,,,,,,,,2.circle,,􀀼,XXXXX,2019
,"indices, multicolor",3122,10003D,TRUE,FALSE,,,,,,,,,,,2.circle.fill,,􀀽,XXXXX,2019
,indices,3123,1000CC,TRUE,FALSE,,,,,,,,,,,2.square,,􀃌,XXXXX,2019
,indices,3124,1000CD,TRUE,FALSE,,,,,,,,,,,2.square.fill,,􀃍,XXXXX,2019
,indices,3125,10003E,TRUE,FALSE,,,,,,,,,,,3.circle,,􀀾,XXXXX,2019
,"indices, multicolor",3126,10003F,TRUE,FALSE,,,,,,,,,,,3.circle.fill,,􀀿,XXXXX,2019
,indices,3127,1000CE,TRUE,FALSE,,,,,,,,,,,3.square,,􀃎,XXXXX,2019
,indices,3128,1000CF,TRUE,FALSE,,,,,,,,,,,3.square.fill,,􀃏,XXXXX,2019
,indices,3129,100040,TRUE,FALSE,,,,,,,,,,,4.circle,,􀁀,XXXXX,2019
,"indices, multicolor",3130,100041,TRUE,FALSE,,,,,,,,,,,4.circle.fill,,􀁁,XXXXX,2019
,indices,3131,1000D0,TRUE,FALSE,,,,,,,,,,,4.square,,􀃐,XXXXX,2019
,indices,3132,1000D1,TRUE,FALSE,,,,,,,,,,,4.square.fill,,􀃑,XXXXX,2019
,indices,3133,100617,TRUE,FALSE,,,,,,,,,,,4.alt.circle,,􀘗,XXXXX,2019
,"indices, multicolor",3134,100618,TRUE,FALSE,,,,,,,,,,,4.alt.circle.fill,,􀘘,XXXXX,2019
,indices,3135,100619,TRUE,FALSE,,,,,,,,,,,4.alt.square,,􀘙,XXXXX,2019
,indices,3136,10061A,TRUE,FALSE,,,,,,,,,,,4.alt.square.fill,,􀘚,XXXXX,2019
,indices,3137,100042,TRUE,FALSE,,,,,,,,,,,5.circle,,􀁂,XXXXX,2019
,"indices, multicolor",3138,100043,TRUE,FALSE,,,,,,,,,,,5.circle.fill,,􀁃,XXXXX,2019
,indices,3139,1000D2,TRUE,FALSE,,,,,,,,,,,5.square,,􀃒,XXXXX,2019
,indices,3140,1000D3,TRUE,FALSE,,,,,,,,,,,5.square.fill,,􀃓,XXXXX,2019
,indices,3141,100044,TRUE,FALSE,,,,,,,,,,,6.circle,,􀁄,XXXXX,2019
,"indices, multicolor",3142,100045,TRUE,FALSE,,,,,,,,,,,6.circle.fill,,􀁅,XXXXX,2019
,indices,3143,1000D4,TRUE,FALSE,,,,,,,,,,,6.square,,􀃔,XXXXX,2019
,indices,3144,1000D5,TRUE,FALSE,,,,,,,,,,,6.square.fill,,􀃕,XXXXX,2019
,indices,3145,100471,TRUE,FALSE,,,,,,,,,,,6.alt.circle,,􀑱,XXXXX,2019
,"indices, multicolor",3146,100472,TRUE,FALSE,,,,,,,,,,,6.alt.circle.fill,,􀑲,XXXXX,2019
,indices,3147,100475,TRUE,FALSE,,,,,,,,,,,6.alt.square,,􀑵,XXXXX,2019
,indices,3148,100476,TRUE,FALSE,,,,,,,,,,,6.alt.square.fill,,􀑶,XXXXX,2019
,indices,3149,100046,TRUE,FALSE,,,,,,,,,,,7.circle,,􀁆,XXXXX,2019
,"indices, multicolor",3150,100047,TRUE,FALSE,,,,,,,,,,,7.circle.fill,,􀁇,XXXXX,2019
,indices,3151,1000D6,TRUE,FALSE,,,,,,,,,,,7.square,,􀃖,XXXXX,2019
,indices,3152,1000D7,TRUE,FALSE,,,,,,,,,,,7.square.fill,,􀃗,XXXXX,2019
,indices,3153,100048,TRUE,FALSE,,,,,,,,,,,8.circle,,􀁈,XXXXX,2019
,"indices, multicolor",3154,100049,TRUE,FALSE,,,,,,,,,,,8.circle.fill,,􀁉,XXXXX,2019
,indices,3155,1000D8,TRUE,FALSE,,,,,,,,,,,8.square,,􀃘,XXXXX,2019
,indices,3156,1000D9,TRUE,FALSE,,,,,,,,,,,8.square.fill,,􀃙,XXXXX,2019
,indices,3157,10004A,TRUE,FALSE,,,,,,,,,,,9.circle,,􀁊,XXXXX,2019
,"indices, multicolor",3158,10004B,TRUE,FALSE,,,,,,,,,,,9.circle.fill,,􀁋,XXXXX,2019
,indices,3159,1000DA,TRUE,FALSE,,,,,,,,,,,9.square,,􀃚,XXXXX,2019
,indices,3160,1000DB,TRUE,FALSE,,,,,,,,,,,9.square.fill,,􀃛,XXXXX,2019
,indices,3161,100473,TRUE,FALSE,,,,,,,,,,,9.alt.circle,,􀑳,XXXXX,2019
,"indices, multicolor",3162,100474,TRUE,FALSE,,,,,,,,,,,9.alt.circle.fill,,􀑴,XXXXX,2019
,indices,3163,100477,TRUE,FALSE,,,,,,,,,,,9.alt.square,,􀑷,XXXXX,2019
,indices,3164,100478,TRUE,FALSE,,,,,,,,,,,9.alt.square.fill,,􀑸,XXXXX,2019
,indices,3165,1004EB,TRUE,FALSE,,,,,,,,,,,00.circle,,􀓫,XXXXX,2019
,"indices, multicolor",3166,10050A,TRUE,FALSE,,,,,,,,,,,00.circle.fill,,􀔊,XXXXX,2019
,indices,3167,100529,TRUE,FALSE,,,,,,,,,,,00.square,,􀔩,XXXXX,2019
,indices,3168,100548,TRUE,FALSE,,,,,,,,,,,00.square.fill,,􀕈,XXXXX,2019
,indices,3169,1004EC,TRUE,FALSE,,,,,,,,,,,01.circle,,􀓬,XXXXX,2019
,"indices, multicolor",3170,10050B,TRUE,FALSE,,,,,,,,,,,01.circle.fill,,􀔋,XXXXX,2019
,indices,3171,10052A,TRUE,FALSE,,,,,,,,,,,01.square,,􀔪,XXXXX,2019
,indices,3172,100549,TRUE,FALSE,,,,,,,,,,,01.square.fill,,􀕉,XXXXX,2019
,indices,3173,1004ED,TRUE,FALSE,,,,,,,,,,,02.circle,,􀓭,XXXXX,2019
,"indices, multicolor",3174,10050C,TRUE,FALSE,,,,,,,,,,,02.circle.fill,,􀔌,XXXXX,2019
,indices,3175,10052B,TRUE,FALSE,,,,,,,,,,,02.square,,􀔫,XXXXX,2019
,indices,3176,10054A,TRUE,FALSE,,,,,,,,,,,02.square.fill,,􀕊,XXXXX,2019
,indices,3177,1004EE,TRUE,FALSE,,,,,,,,,,,03.circle,,􀓮,XXXXX,2019
,"indices, multicolor",3178,10050D,TRUE,FALSE,,,,,,,,,,,03.circle.fill,,􀔍,XXXXX,2019
,indices,3179,10052C,TRUE,FALSE,,,,,,,,,,,03.square,,􀔬,XXXXX,2019
,indices,3180,10054B,TRUE,FALSE,,,,,,,,,,,03.square.fill,,􀕋,XXXXX,2019
,indices,3181,1004EF,TRUE,FALSE,,,,,,,,,,,04.circle,,􀓯,XXXXX,2019
,"indices, multicolor",3182,10050E,TRUE,FALSE,,,,,,,,,,,04.circle.fill,,􀔎,XXXXX,2019
,indices,3183,10052D,TRUE,FALSE,,,,,,,,,,,04.square,,􀔭,XXXXX,2019
,indices,3184,10054C,TRUE,FALSE,,,,,,,,,,,04.square.fill,,􀕌,XXXXX,2019
,indices,3185,1004F0,TRUE,FALSE,,,,,,,,,,,05.circle,,􀓰,XXXXX,2019
,"indices, multicolor",3186,10050F,TRUE,FALSE,,,,,,,,,,,05.circle.fill,,􀔏,XXXXX,2019
,indices,3187,10052E,TRUE,FALSE,,,,,,,,,,,05.square,,􀔮,XXXXX,2019
,indices,3188,10054D,TRUE,FALSE,,,,,,,,,,,05.square.fill,,􀕍,XXXXX,2019
,indices,3189,1004F1,TRUE,FALSE,,,,,,,,,,,06.circle,,􀓱,XXXXX,2019
,"indices, multicolor",3190,100510,TRUE,FALSE,,,,,,,,,,,06.circle.fill,,􀔐,XXXXX,2019
,indices,3191,10052F,TRUE,FALSE,,,,,,,,,,,06.square,,􀔯,XXXXX,2019
,indices,3192,10054E,TRUE,FALSE,,,,,,,,,,,06.square.fill,,􀕎,XXXXX,2019
,indices,3193,1004F2,TRUE,FALSE,,,,,,,,,,,07.circle,,􀓲,XXXXX,2019
,"indices, multicolor",3194,100511,TRUE,FALSE,,,,,,,,,,,07.circle.fill,,􀔑,XXXXX,2019
,indices,3195,100530,TRUE,FALSE,,,,,,,,,,,07.square,,􀔰,XXXXX,2019
,indices,3196,10054F,TRUE,FALSE,,,,,,,,,,,07.square.fill,,􀕏,XXXXX,2019
